Geneid	Length	Obp56h_KO_M_1	Obp56h_KO_M_2	CSB_M_1	CSB_M_2
FBgn0031001	3960	5	8	37	18
FBgn0031003	1468	56	56	69	51
FBgn0031005	2441	338	312	337	276
FBgn0040068	5227	2293	2423	1763	2268
FBgn0031012	2565	300	263	248	294
FBgn0031011	4405	1628	1674	1035	1376
FBgn0031010	2031	4	5	27	8
FBgn0052536	887	16	23	16	39
FBgn0052537	2442	287	235	150	257
FBgn0031008	1633	262	241	159	295
FBgn0031006	6739	1418	1401	1110	1573
FBgn0031004	1693	1	0	15	3
FBgn0031002	2455	233	207	147	274
FBgn0030998	2696	4	8	4	13
FBgn0027603	5498	2295	2473	2339	2209
FBgn0030997	3583	3968	4318	3263	3299
FBgn0030995	1230	56	43	47	30
FBgn0030990	2893	398	381	346	383
FBgn0030989	1814	7	10	16	2
FBgn0030985	734	294	371	380	313
FBgn0030983	634	0	0	5	2
FBgn0030982	682	0	3	0	0
FBgn0031018	993	202	262	128	191
FBgn0031020	4013	981	1073	1035	922
FBgn0031021	768	1179	1059	762	1032
FBgn0027621	4250	7333	6853	6243	7042
FBgn0031023	8141	4177	4323	3264	4186
FBgn0000257	3205	429	500	345	444
FBgn0031032	2768	0	1	4	1
FBgn0031034	2338	2	2	9	4
FBgn0031037	1524	3618	3576	2686	2768
FBgn0031040	567	63	48	51	49
FBgn0031044	2358	497	456	407	471
FBgn0031045	897	17	20	30	20
FBgn0031047	1734	997	987	663	956
FBgn0031049	798	542	669	499	535
FBgn0031052	6649	992	1030	704	1021
FBgn0031054	2186	436	524	462	391
FBgn0004057	2512	544	658	412	668
FBgn0031057	3429	3576	3814	2785	3023
FBgn0010341	2078	2444	2685	1932	2044
FBgn0031059	1210	184	146	139	147
FBgn0031058	956	15	5	23	14
FBgn0043903	4875	1820	1722	1107	1558
FBgn0031055	2411	289	219	200	260
FBgn0031053	3444	206	199	165	161
FBgn0031051	5879	769	890	785	812
FBgn0031050	1536	289	332	299	360
FBgn0031048	1679	646	540	367	682
FBgn0031043	1256	481	509	475	440
FBgn0031042	2068	702	1603	852	496
FBgn0031036	1817	269	234	149	237
FBgn0031033	2308	1	0	20	5
FBgn0031031	1571	5	10	12	10
FBgn0031030	7414	6822	6991	5284	6092
FBgn0026430	6125	649	566	587	620
FBgn0052532	4689	253	280	300	290
FBgn0031026	711	4	9	11	6
FBgn0027291	2104	6505	6369	4726	5224
FBgn0040890	435	178	232	232	160
FBgn0031022	1110	94	140	126	88
FBgn0020261	5384	922	1074	915	1081
FBgn0044030	797	232	245	299	198
FBgn0052533	3600	165	168	163	246
FBgn0031062	2053	154	146	172	160
FBgn0031064	6764	6432	6411	4465	5188
FBgn0010380	3228	1904	2255	1618	2445
FBgn0031065	3638	1401	1480	923	1215
FBgn0052528	1840	734	694	665	710
FBgn0031068	1362	346	387	325	298
FBgn0031069	3659	3200	3064	2142	2725
FBgn0026174	656	2	0	2	3
FBgn0026175	629	0	1	0	0
FBgn0031078	6470	448	489	354	439
FBgn0031077	5361	178	169	135	145
FBgn0031074	713	1	1	0	1
FBgn0031070	3517	11	16	31	17
FBgn0042132	2557	1392	1254	1245	1207
FBgn0040089	3096	231	234	143	237
FBgn0031061	2011	532	721	478	672
FBgn0031060	1881	109	118	54	140
FBgn0031066	789	8065	9003	6992	6304
FBgn0036936	1397	8	18	9	10
FBgn0005198	5795	1083	1196	975	1142
FBgn0036945	898	243	267	338	267
FBgn0036950	1828	0	0	13	2
FBgn0036953	1323	0	0	5	0
FBgn0036956	1527	10	11	9	22
FBgn0036959	1184	28	54	33	29
FBgn0024814	1406	2085	2158	1515	1868
FBgn0052228	2987	7	10	56	11
FBgn0036967	2121	1038	1113	900	890
FBgn0036969	1161	5	6	10	9
FBgn0036972	659	1	3	0	4
FBgn0052225	1293	1215	1157	648	987
FBgn0052226	4504	508	553	326	571
FBgn0036964	903	294	265	212	182
FBgn0052227	5099	459	504	325	464
FBgn0036962	1947	38	41	43	58
FBgn0036958	5995	2386	2610	2196	2297
FBgn0036952	1415	0	0	7	1
FBgn0036951	1560	0	4	7	4
FBgn0052224	936	0	0	0	0
FBgn0036949	1667	2	8	32	0
FBgn0036948	1323	1	0	1	3
FBgn0036947	1069	0	0	0	1
FBgn0036942	1398	73	106	105	98
FBgn0036941	1237	33	17	25	19
FBgn0036940	1235	28	18	28	29
FBgn0036939	1889	159	186	191	209
FBgn0036938	492	4	2	3	1
FBgn0036937	2308	63	75	69	64
FBgn0036935	3522	2200	2633	1775	2318
FBgn0036934	4746	1172	1243	857	1200
FBgn0036932	759	487	489	461	358
FBgn0036909	1642	83	89	106	67
FBgn0024889	2322	1690	1722	1322	1513
FBgn0052221	1606	157	143	145	183
FBgn0001324	7776	1228	1247	886	1420
FBgn0020389	3029	451	450	377	476
FBgn0036913	6311	2265	2481	1656	2580
FBgn0036915	2151	541	481	372	546
FBgn0028695	3041	1761	1751	1342	1631
FBgn0036918	847	442	459	475	390
FBgn0036919	1797	700	662	575	687
FBgn0036921	1540	3754	3613	2868	3405
FBgn0004852	5320	1917	1747	1356	1897
FBgn0036923	2373	4	2	12	8
FBgn0036925	1917	3	3	5	5
FBgn0036926	1696	2068	2207	1253	1609
FBgn0013303	899	2340	2136	1508	1514
FBgn0036928	1008	742	745	489	686
FBgn0036929	1736	982	752	492	708
FBgn0036931	2712	91	93	113	97
FBgn0036927	2330	5287	4967	3309	4875
FBgn0005633	1300	32	45	15	29
FBgn0052220	758	358	426	365	364
FBgn0036924	1384	0	0	3	3
FBgn0036922	1032	77	86	73	76
FBgn0052219	997	45	30	21	42
FBgn0036920	1242	258	276	273	252
FBgn0020887	4098	951	878	577	1038
FBgn0014037	6626	9107	9678	6743	7567
FBgn0003744	2816	2621	2693	1735	2379
FBgn0023094	1625	506	547	388	470
FBgn0036910	1801	875	1033	753	1200
FBgn0040786	389	68	44	82	31
FBgn0036908	1221	282	350	289	326
FBgn0036906	2055	51	62	66	61
FBgn0036880	1838	211	224	172	173
FBgn0036881	4525	23	30	39	33
FBgn0260461	1906	73	56	72	80
FBgn0036886	2156	110	139	98	151
FBgn0036888	2384	1046	1047	848	1196
FBgn0010417	2056	508	496	593	639
FBgn0036890	2423	745	836	662	883
FBgn0036891	1693	834	928	704	909
FBgn0036893	1035	186	140	98	142
FBgn0029094	1505	292	217	163	190
FBgn0036895	3746	14	10	59	17
FBgn0004623	1466	11847	12231	11197	11936
FBgn0036905	1409	6	4	5	31
FBgn0036899	3431	356	334	284	372
FBgn0022774	1501	487	582	286	428
FBgn0036897	4488	551	665	396	580
FBgn0036896	5251	3293	3249	2252	2988
FBgn0036892	3761	1188	1235	857	1183
FBgn0020277	979	50	31	14	11
FBgn0005386	7615	2182	2317	1985	2190
FBgn0036889	1393	200	216	127	157
FBgn0036887	847	344	383	460	400
FBgn0005564	4606	3284	3340	1981	2924
FBgn0036882	5504	1943	2108	1525	1884
FBgn0040075	1772	222	214	253	215
FBgn0036856	1635	0	0	0	0
FBgn0036859	2948	4	7	35	18
FBgn0036860	1536	17	32	67	24
FBgn0028380	2722	151	188	116	161
FBgn0036868	2332	184	122	85	74
FBgn0053255	330	0	0	0	0
FBgn0052205	1291	1	2	6	1
FBgn0003089	11219	51	39	94	45
FBgn0036862	5392	2412	2336	2337	2446
FBgn0036861	681	20	23	13	28
FBgn0036858	871	0	1	14	0
FBgn0036857	2053	556	683	333	579
FBgn0017578	1289	357	395	266	287
FBgn0026630	2377	1013	1075	962	1149
FBgn0036853	1696	113	172	116	148
FBgn0036834	1309	225	285	194	252
FBgn0036835	674	6	7	25	19
FBgn0036843	2062	684	808	516	707
FBgn0036846	1791	318	366	225	230
FBgn0036849	1008	15	10	26	12
FBgn0016797	7422	4052	4144	2884	3788
FBgn0052203	1149	33	36	40	23
FBgn0036851	3861	522	629	457	550
FBgn0036850	1190	109	78	133	138
FBgn0036848	1233	172	192	80	206
FBgn0036847	1328	188	215	192	220
FBgn0036844	4736	3516	3599	2200	3087
FBgn0036842	3154	572	703	432	635
FBgn0015586	1201	1	1	17	2
FBgn0002945	5062	1943	1903	1436	1663
FBgn0036839	1856	51	41	48	38
FBgn0036838	2522	154	213	116	153
FBgn0036837	4072	6088	6223	4519	5032
FBgn0036836	2419	50	81	96	97
FBgn0052204	2989	1145	1215	674	927
FBgn0036833	1422	8	8	9	5
FBgn0036801	5204	2420	2346	1717	2099
FBgn0040323	1785	183	194	133	154
FBgn0036807	1164	0	1	9	1
FBgn0036810	1212	0	0	16	0
FBgn0036811	713	131	125	84	129
FBgn0036813	1221	806	836	503	766
FBgn0036815	1183	58	75	48	51
FBgn0052027	1064	16	26	36	25
FBgn0036817	1025	0	0	0	0
FBgn0036818	1149	110	118	110	124
FBgn0036819	1391	116	140	77	58
FBgn0036820	696	356	320	290	330
FBgn0014075	5316	1831	1735	1504	1759
FBgn0036822	741	0	2	9	12
FBgn0036825	1179	5017	5913	4671	6514
FBgn0036827	1281	407	453	378	372
FBgn0036828	3382	243	231	200	325
FBgn0036831	1325	1	1	7	3
FBgn0036832	992	3	1	8	2
FBgn0036830	3130	0	1	21	0
FBgn0036829	2312	0	0	0	0
FBgn0027057	1802	488	540	345	613
FBgn0036826	892	105	88	123	124
FBgn0036824	1585	2971	3111	2691	2916
FBgn0036821	3731	8079	8582	5137	6702
FBgn0025807	1881	42	89	63	65
FBgn0036816	3073	1494	1758	1362	1803
FBgn0036814	7804	4073	4509	2901	3228
FBgn0001078	8581	5218	5837	3204	4065
FBgn0036812	1640	59	100	91	72
FBgn0036809	1325	0	3	6	5
FBgn0036808	1811	2	2	9	7
FBgn0036806	1884	283	365	311	305
FBgn0036805	1096	674	803	445	687
FBgn0036804	800	119	153	106	100
FBgn0040322	1501	560	736	621	757
FBgn0042134	4080	2815	3171	2475	2974
FBgn0052198	470	6	1	2	10
FBgn0036791	1407	1	2	18	4
FBgn0036795	1548	67	46	45	20
FBgn0036796	1548	30	28	38	51
FBgn0052201	1773	45	58	34	40
FBgn0052199	1692	38	22	54	37
FBgn0052200	72	0	0	0	0
FBgn0013717	2989	549	554	399	458
FBgn0003683	1469	5	5	5	4
FBgn0028416	242	0	0	7	0
FBgn0028415	241	5	4	1	0
FBgn0036787	1029	133	123	136	126
FBgn0052196	826	55	68	34	66
FBgn0036786	1382	74	76	64	45
FBgn0011706	901	66	84	67	70
FBgn0036774	825	351	428	284	403
FBgn0002901	2816	56	55	70	66
FBgn0036777	1455	41	46	62	42
FBgn0052195	4961	556	486	376	525
FBgn0020300	1318	146	140	184	146
FBgn0036780	1166	1	3	11	1
FBgn0036782	2023	6	0	13	3
FBgn0015946	1699	23	19	12	6
FBgn0036785	1944	29	9	36	9
FBgn0036784	2074	0	2	19	1
FBgn0003997	4018	964	731	674	744
FBgn0036781	3755	14	23	64	34
FBgn0036778	3383	31	34	72	46
FBgn0036775	1544	280	349	256	277
FBgn0036773	2418	590	689	459	629
FBgn0052194	1679	23	52	36	42
FBgn0001134	4071	329	252	251	305
FBgn0036762	2252	3296	3874	2368	3353
FBgn0036763	2477	468	447	351	363
FBgn0036765	3171	250	367	228	299
FBgn0036768	1894	175	251	175	209
FBgn0036771	1485	75	77	104	117
FBgn0052192	992	73	61	78	59
FBgn0000568	13451	12577	12793	8538	10741
FBgn0036772	2917	54	69	34	69
FBgn0036770	3553	963	923	629	870
FBgn0036769	1519	1193	1220	979	970
FBgn0036767	698	0	3	11	1
FBgn0036766	661	3	0	10	3
FBgn0036764	2296	91	128	118	148
FBgn0036761	1853	467	553	286	466
FBgn0036760	1288	142	169	194	180
FBgn0036759	2162	405	473	274	462
FBgn0052189	430	10	14	27	12
FBgn0052188	349	34	20	22	13
FBgn0036757	1982	56	47	88	46
FBgn0036756	1649	168	165	173	228
FBgn0052191	2419	144	136	128	165
FBgn0052187	1326	67	27	29	35
FBgn0036754	2112	135	136	95	112
FBgn0052190	2203	3272	3659	2907	3265
FBgn0036732	4146	844	808	719	846
FBgn0052185	421	11	16	21	5
FBgn0036734	10443	2250	2240	1363	1949
FBgn0036738	1155	5	0	7	9
FBgn0036741	4338	1997	2026	1353	2228
FBgn0036742	1822	315	297	286	382
FBgn0036745	657	468	540	586	450
FBgn0052183	2778	1233	1254	843	1137
FBgn0036749	2001	107	75	94	61
FBgn0052182	1442	46	37	39	67
FBgn0052181	2276	94	122	93	104
FBgn0036752	2588	263	329	346	469
FBgn0043025	1911	50	69	69	72
FBgn0036751	1694	13	14	27	17
FBgn0036750	1688	86	141	46	120
FBgn0036747	5104	174	136	141	144
FBgn0036746	5957	3673	3876	2330	3127
FBgn0052179	1354	304	317	314	314
FBgn0004401	2792	4361	4398	3317	4588
FBgn0036740	1100	962	848	634	843
FBgn0023197	1553	30	32	45	60
FBgn0036735	4062	3710	4039	6110	4473
FBgn0036733	2058	454	401	228	398
FBgn0052177	2094	1427	1361	928	1203
FBgn0036703	1138	0	1	9	2
FBgn0036705	571	0	0	0	0
FBgn0036707	1653	2	4	22	7
FBgn0036714	5440	694	650	617	676
FBgn0015550	2130	4	3	9	9
FBgn0040793	417	3962	5200	3866	3657
FBgn0036725	8834	1480	1445	1062	1218
FBgn0036726	762	626	709	499	683
FBgn0036727	2249	211	169	160	177
FBgn0036728	975	2927	3328	2993	2238
FBgn0036730	990	6	17	19	9
FBgn0036731	2133	9	24	37	22
FBgn0036729	1132	12	3	12	4
FBgn0036723	1960	66	62	51	100
FBgn0052174	3934	10	1	0	3
FBgn0042641	3871	0	0	0	0
FBgn0053052	1391	136	145	96	147
FBgn0053051	719	133	106	137	112
FBgn0027660	4601	1284	1218	785	1290
FBgn0026197	1077	256985	242111	124065	175742
FBgn0036717	2980	40	27	218	96
FBgn0036716	2504	1	0	18	4
FBgn0036715	6779	217	293	285	260
FBgn0036712	2367	0	0	11	0
FBgn0036711	909	0	0	8	3
FBgn0052173	72	4	0	6	3
FBgn0036710	1897	154	189	204	162
FBgn0036709	1215	0	0	17	0
FBgn0036708	901	51	28	33	67
FBgn0036706	843	0	1	7	1
FBgn0036704	1561	2	11	17	22
FBgn0036702	3239	1235	1447	1031	1342
FBgn0052170	2064	472	482	449	404
FBgn0036676	743	5	0	2	3
FBgn0010352	5338	14095	14314	9369	12771
FBgn0036686	3675	382	342	383	424
FBgn0036688	2790	90	92	62	77
FBgn0036691	1198	78	87	85	62
FBgn0036695	1551	234	290	281	312
FBgn0036697	2379	1690	1753	1440	1489
FBgn0036698	1418	276	350	242	338
FBgn0036696	554	19	37	17	27
FBgn0036690	867	5	6	15	7
FBgn0011293	567	42	7	26	23
FBgn0036687	2244	9	7	29	15
FBgn0036684	6372	2266	2457	1733	2331
FBgn0036679	623	103	121	144	72
FBgn0036678	4644	9	5	24	14
FBgn0036677	2216	38	54	56	37
FBgn0028693	995	515	645	611	552
FBgn0052163	946	8	15	18	7
FBgn0042178	3888	85	95	123	130
FBgn0042177	3694	516	478	351	530
FBgn0025558	465	2	13	26	9
FBgn0041721	238	53	57	57	50
FBgn0036652	2187	4	8	24	16
FBgn0036654	1393	79	66	78	105
FBgn0000414	9270	6050	5954	4161	5981
FBgn0036655	460	0	0	0	0
FBgn0043577	688	0	6	6	6
FBgn0036659	2005	213	294	252	378
FBgn0004108	4281	1370	1339	1148	1579
FBgn0036661	1570	1093	1180	991	1185
FBgn0036662	2062	250	316	256	296
FBgn0021768	1622	448	441	380	401
FBgn0036666	1757	1514	1671	1410	1427
FBgn0036668	5454	1750	2096	1531	1805
FBgn0052161	774	29	37	28	19
FBgn0003410	3257	1607	1638	1337	1307
FBgn0036670	1096	48	42	59	67
FBgn0036671	1826	264	282	172	294
FBgn0003250	1349	7223	7193	4959	6141
FBgn0036667	367	101	126	114	125
FBgn0036665	2013	382	353	173	245
FBgn0036663	8414	23007	23971	13765	20299
FBgn0025582	1520	1417	1218	1386	1849
FBgn0036660	3145	167	179	144	214
FBgn0004556	2209	126	165	146	112
FBgn0043578	623	921	1749	1376	1545
FBgn0036656	1431	42	59	55	83
FBgn0063485	4413	0	0	0	0
FBgn0040512	1227	680	806	527	433
FBgn0010223	1825	41	39	37	34
FBgn0000017	12819	6845	6793	4532	6193
FBgn0017572	2255	2557	2621	1815	1947
FBgn0004465	1412	651	565	240	407
FBgn0002284	944	442	399	252	425
FBgn0036648	1154	83	57	36	43
FBgn0027500	3686	6	13	2	8
FBgn0036643	897	324	335	214	293
FBgn0036601	544	0	0	8	0
FBgn0052160	2138	1	0	16	5
FBgn0042201	538	18892	23771	14849	14989
FBgn0036606	539	2	3	1	0
FBgn0036610	606	6	4	1	3
FBgn0053061	1288	0	2	14	7
FBgn0053060	468	2	2	7	6
FBgn0040074	798	14094	13698	13494	15693
FBgn0040794	402	4	0	16	5
FBgn0036612	4192	4	1	34	12
FBgn0053257	993	0	0	4	1
FBgn0260460	709	94	103	64	82
FBgn0052357	73	0	0	0	0
FBgn0036617	1148	0	0	8	6
FBgn0036618	809	0	0	14	3
FBgn0036620	934	882	994	1303	1241
FBgn0042137	956	3	9	13	11
FBgn0036624	4082	633	552	482	528
FBgn0036627	2295	207	203	201	204
FBgn0028399	1767	3893	4051	3449	3333
FBgn0053158	3436	186	231	168	256
FBgn0003515	2146	300	348	339	394
FBgn0036639	949	2	0	0	5
FBgn0036641	1086	85	101	73	120
FBgn0026061	2078	1438	1541	1253	1237
FBgn0036638	828	4	0	0	4
FBgn0004569	2822	593	773	712	745
FBgn0027080	1771	771	703	508	803
FBgn0036629	1700	43	43	43	32
FBgn0036623	2401	1185	1281	773	1015
FBgn0036622	1628	196	196	225	223
FBgn0036621	6179	2382	2426	1834	2228
FBgn0036619	1447	5790	7048	7353	7602
FBgn0011693	945	14331	16318	23278	13513
FBgn0036614	2559	480	521	401	459
FBgn0036608	1419	0	0	1	0
FBgn0036605	513	1	0	0	0
FBgn0036602	571	7	1	3	5
FBgn0036600	646	20	6	9	3
FBgn0044028	3792	440	490	427	465
FBgn0036560	1567	878	1006	882	961
FBgn0005536	7797	7978	8295	6200	6904
FBgn0036563	1149	6	2	18	6
FBgn0036566	3962	1971	2164	1653	1942
FBgn0036568	2036	9	1	8	6
FBgn0036569	2900	126	102	100	126
FBgn0010280	5516	5155	4949	4233	4150
FBgn0036571	3814	445	477	317	433
FBgn0011016	950	724	750	669	730
FBgn0052153	73	6	0	0	0
FBgn0036579	1862	1437	1359	736	1261
FBgn0036581	638	160	151	119	187
FBgn0036585	434	203	136	133	135
FBgn0036586	568	0	0	0	3
FBgn0040798	420	29	18	24	19
FBgn0036588	450	6	14	13	11
FBgn0036589	564	262	222	153	210
FBgn0040797	501	4	0	15	5
FBgn0036590	677	3	0	21	0
FBgn0036598	512	3	1	7	1
FBgn0036597	774	89	91	226	156
FBgn0036596	1182	5	6	6	24
FBgn0036595	781	36	32	15	23
FBgn0036594	639	7	1	15	10
FBgn0036593	945	8	13	7	13
FBgn0036592	736	8	10	0	22
FBgn0036591	694	3	0	15	3
FBgn0036587	2360	301	274	232	326
FBgn0040801	620	6	7	0	3
FBgn0036584	1340	13	30	46	39
FBgn0036583	2796	207	210	189	196
FBgn0036580	650	389	420	515	318
FBgn0036577	1500	14	5	22	11
FBgn0036576	7580	2737	2363	1639	1656
FBgn0052152	4277	0	0	0	0
FBgn0036575	1393	9	6	9	11
FBgn0003076	1843	2896	3559	2076	3346
FBgn0036570	2078	141	175	78	150
FBgn0036567	1533	12	8	20	7
FBgn0036565	2711	20	18	30	14
FBgn0036531	509	8	10	8	7
FBgn0036532	431	23	23	0	10
FBgn0015025	1585	125	107	107	88
FBgn0040230	3650	2139	1798	1548	1734
FBgn0036536	1351	37	67	67	48
FBgn0036545	1234	255	225	202	231
FBgn0036547	1463	354	402	239	290
FBgn0036549	1329	420	397	364	434
FBgn0036550	1004	244	310	180	225
FBgn0036551	1167	591	572	564	524
FBgn0036552	1140	40	48	63	54
FBgn0036553	1558	548	601	408	561
FBgn0000115	863	351	376	311	373
FBgn0036557	1277	337	334	354	271
FBgn0036556	3603	4454	4449	3420	3702
FBgn0000212	5597	2589	2925	2326	2908
FBgn0000489	3091	3197	3254	2904	2719
FBgn0052150	2203	83	82	45	65
FBgn0036538	969	743	735	503	625
FBgn0036537	1002	573	617	519	578
FBgn0036498	1414	10	10	19	4
FBgn0036499	620	0	1	18	0
FBgn0036500	1495	184	217	179	201
FBgn0036501	1191	1179	1266	1376	1218
FBgn0000565	1354	687	842	808	842
FBgn0036504	1034	0	0	0	0
FBgn0004396	4498	2299	2219	1847	1620
FBgn0036510	2046	643	715	544	603
FBgn0036512	2046	282	283	156	309
FBgn0036514	2515	116	155	154	150
FBgn0036515	1150	318	366	307	343
FBgn0036518	6458	3576	3140	2154	2560
FBgn0036522	4172	257	254	305	252
FBgn0004589	472	0	0	6	0
FBgn0004591	415	4	0	3	2
FBgn0004594	413	0	0	3	0
FBgn0014849	530	0	0	4	0
FBgn0014851	445	0	0	4	2
FBgn0036527	1692	0	0	11	1
FBgn0036529	2199	59	67	43	38
FBgn0010105	2495	999	1033	713	873
FBgn0041160	1516	433	405	306	407
FBgn0036528	1681	0	1	7	1
FBgn0014850	403	0	0	8	8
FBgn0014848	443	0	0	0	0
FBgn0004593	420	0	0	2	0
FBgn0004592	1486	3	0	5	5
FBgn0004590	639	0	0	9	0
FBgn0004588	412	1	2	4	1
FBgn0036520	1781	17	8	19	23
FBgn0036519	1680	380	398	292	298
FBgn0036516	2154	1043	1100	629	730
FBgn0036509	2281	973	977	777	1075
FBgn0036505	1772	1174	1337	1017	1139
FBgn0004228	1219	1	5	1	2
FBgn0036503	524	7	1	5	0
FBgn0036502	1628	343	458	207	346
FBgn0026738	1234	225	196	189	207
FBgn0040805	1466	733	753	763	751
FBgn0029114	7214	788	776	823	979
FBgn0036491	1662	0	0	9	4
FBgn0036494	7624	2368	2598	1411	2038
FBgn0036495	436	0	0	38	59
FBgn0036497	1007	1	4	8	3
FBgn0036496	1782	3	0	35	18
FBgn0036492	1694	0	0	9	3
FBgn0026320	963	1	0	9	5
FBgn0000216	532	3	1	5	7
FBgn0040296	1193	0	0	11	4
FBgn0036459	2408	10	0	10	3
FBgn0036460	1500	222	192	187	162
FBgn0002778	2546	544	672	438	592
FBgn0036461	2391	170	210	188	286
FBgn0023174	1034	732	724	615	741
FBgn0047338	456	35	29	30	24
FBgn0036470	789	0	5	17	7
FBgn0027088	2545	451	497	367	471
FBgn0036479	2188	110	161	106	149
FBgn0036480	3570	114	116	139	106
FBgn0052847	730	3	4	18	9
FBgn0036484	1906	884	959	688	875
FBgn0036485	3338	894	812	607	693
FBgn0036487	1862	274	285	186	243
FBgn0036488	531	386	362	308	317
FBgn0036490	743	0	1	7	0
FBgn0036489	1343	231	194	221	244
FBgn0036486	4080	207	242	205	216
FBgn0047178	911	61	72	54	71
FBgn0014002	2328	6067	6725	5523	6053
FBgn0036483	4382	689	618	471	747
FBgn0036482	3284	7	4	24	12
FBgn0036481	2292	113	110	126	108
FBgn0036476	2854	631	587	505	575
FBgn0036474	1433	54	58	42	57
FBgn0036471	677	2	3	0	6
FBgn0036469	568	6	2	5	0
FBgn0036468	560	5	0	20	2
FBgn0036467	544	0	1	2	0
FBgn0036466	660	2	0	0	8
FBgn0025776	1126	29	30	40	16
FBgn0036465	940	10	12	20	11
FBgn0036463	4268	188	213	178	228
FBgn0036462	1137	260	304	173	209
FBgn0040487	627	0	0	0	0
FBgn0040809	602	1	3	11	3
FBgn0003388	3016	56	78	51	67
FBgn0036433	1179	2074	2091	2313	1973
FBgn0041604	3761	1624	1472	1298	1507
FBgn0011928	72	0	0	0	4
FBgn0036437	964	13	9	24	20
FBgn0036438	616	2	11	1	5
FBgn0036441	694	8	3	18	3
FBgn0036442	584	34	30	12	19
FBgn0036446	4612	1972	1958	1196	1892
FBgn0036450	2644	627	663	550	670
FBgn0036451	8665	8774	9184	6016	8487
FBgn0036454	6089	13751	14348	9527	13550
FBgn0001120	923	10	13	35	18
FBgn0029148	781	90	110	78	121
FBgn0036449	2437	1890	2211	1839	2277
FBgn0036448	5961	3595	3741	2886	3686
FBgn0036447	1581	16	11	31	27
FBgn0053260	902	56	69	72	46
FBgn0036443	929	12	36	17	24
FBgn0036440	4002	16	12	56	42
FBgn0036439	555	1	0	10	4
FBgn0036436	1657	118	109	115	124
FBgn0011927	72	0	0	0	0
FBgn0036423	1406	8	11	20	16
FBgn0036426	651	2	2	8	0
FBgn0026409	1823	18963	21231	17651	20291
FBgn0040318	3014	40	40	32	63
FBgn0028418	626	0	1	0	0
FBgn0036428	2846	6398	6494	5652	6079
FBgn0036427	1241	7	2	8	7
FBgn0003459	4334	309	405	400	389
FBgn0036422	1181	5	5	5	4
FBgn0036421	783	3	12	5	6
FBgn0052141	913	26	25	27	20
FBgn0036415	717	102	96	115	91
FBgn0036416	1079	14	12	19	24
FBgn0036417	1351	148	117	74	62
FBgn0001085	3817	685	706	549	721
FBgn0036419	540	24	26	31	46
FBgn0000411	2935	575	628	542	566
FBgn0042630	3228	875	834	591	637
FBgn0036411	2335	30	27	57	45
FBgn0000639	3465	0	1	10	3
FBgn0043550	1564	15	4	15	8
FBgn0029167	11756	5586	6273	3611	6710
FBgn0036382	938	387	349	212	389
FBgn0001108	4550	1370	1699	1135	1501
FBgn0052137	3223	838	1005	773	832
FBgn0036389	4496	0	0	0	0
FBgn0001216	2718	490	451	358	346
FBgn0036393	565	15	9	18	18
FBgn0036394	749	49	31	14	23
FBgn0036395	865	138	137	180	118
FBgn0036398	12737	14225	15327	10768	13965
FBgn0036402	3132	281	323	292	400
FBgn0036403	1976	0	0	0	0
FBgn0026418	3751	2994	3273	2507	2975
FBgn0036405	1264	129	140	120	115
FBgn0013563	3275	266	219	147	190
FBgn0036410	2708	6	10	27	10
FBgn0036406	652	93	144	92	93
FBgn0036397	2442	255	234	235	310
FBgn0036396	1352	65	83	59	65
FBgn0036391	5456	1320	1379	776	1264
FBgn0036390	355	13	2	6	5
FBgn0025874	1940	229	266	195	177
FBgn0036386	3002	320	376	344	400
FBgn0026376	5500	2244	2255	1898	2050
FBgn0036381	2429	1932	1761	1752	1909
FBgn0040812	641	1	1	1	0
FBgn0036380	1878	25	18	39	17
FBgn0036368	5121	113	162	127	137
FBgn0036373	2424	1082	857	796	904
FBgn0036376	2897	851	859	847	902
FBgn0036377	2637	100	113	136	118
FBgn0036372	2500	728	841	724	843
FBgn0036369	3708	1099	1143	800	1180
FBgn0036367	918	20	3	11	11
FBgn0036366	1097	96	70	98	60
FBgn0053262	627	0	0	3	2
FBgn0052129	72	1	0	7	0
FBgn0052128	72	0	0	0	0
FBgn0052126	72	0	0	15	0
FBgn0052127	83	0	0	0	0
FBgn0023095	4841	3075	2954	1948	2684
FBgn0011844	72	4	11	4	8
FBgn0003034	223	4	2	13	1
FBgn0040814	513	5	2	2	1
FBgn0036348	4812	43	44	57	31
FBgn0040813	610	48615	54934	60128	49240
FBgn0036349	608	0	0	10	2
FBgn0036350	792	0	2	3	0
FBgn0001256	1235	21	43	21	54
FBgn0036352	1085	13	3	7	7
FBgn0012010	73	3	5	10	3
